country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,percent_variant
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.1.7,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.351,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.525,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.616,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.617,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.620,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.621,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,P.1,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,P.3,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,Other,4,100.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,P.1,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,P.3,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,Other,24,100.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.1.7,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.351,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.525,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.616,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.617,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.620,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.621,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,P.1,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,P.3,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,Other,41,100.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.525,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.616,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.617,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.620,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.621,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,P.1,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,P.3,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,Other,38,100.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.525,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.616,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.617,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.620,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.621,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,P.1,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,P.3,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,Other,51,100.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,P.1,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,P.3,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,Other,109,100.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.525,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.616,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.617,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.620,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.621,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,P.1,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,P.3,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,Other,116,100.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.1.7,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.351,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.525,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.616,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.617,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.620,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.621,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,P.1,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,P.3,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,Other,13,100.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.525,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.616,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.617,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.620,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.621,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,P.1,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,P.3,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,Other,68,100.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,P.1,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,P.3,0,0.0
Austria,AT,2020-49,GISAID,22794,58,0.3,Yes,Other,58,100.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.1.7,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.351,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.525,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.616,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.617,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.620,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,B.1.621,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,P.1,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,P.3,0,0.0
Austria,AT,2020-50,GISAID,19060,11,0.1,Yes,Other,11,100.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,P.1,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,P.3,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,Other,45,100.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.1.7,1,0.7
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.351,1,0.7
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.525,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.616,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.617,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.620,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,B.1.621,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,P.1,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,P.3,0,0.0
Austria,AT,2020-52,GISAID,15164,138,0.9,Yes,Other,136,98.6
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.1.7,14,4.2
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.351,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.525,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.616,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.617,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.620,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,B.1.621,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,P.1,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,P.3,0,0.0
Austria,AT,2020-53,GISAID,13188,336,2.5,Yes,Other,322,95.8
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.1.7,48,30.4
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.351,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.427/B.1.429,1,0.6
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.525,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.616,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.617,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.620,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,B.1.621,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,P.1,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,P.3,0,0.0
Austria,AT,2021-01,GISAID,15133,158,1.0,Yes,Other,109,69.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.1.7,85,18.1
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.351,46,9.8
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.525,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.616,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.617,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.620,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.621,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,P.1,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,P.3,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,Other,339,72.1
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.1.7,14,1.7
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.351,37,4.4
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.525,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.616,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.617,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.620,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,B.1.621,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,P.1,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,P.3,0,0.0
Austria,AT,2021-03,GISAID,10421,843,8.1,Yes,Other,792,94.0
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.1.7,52,3.4
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.351,70,4.6
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.427/B.1.429,1,0.1
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.525,3,0.2
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.616,0,0.0
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.617,0,0.0
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.620,0,0.0
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,B.1.621,0,0.0
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,P.1,0,0.0
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,P.3,0,0.0
Austria,AT,2021-04,GISAID,9451,1521,16.1,Yes,Other,1395,91.7
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.1.7,29,3.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.351,4,0.4
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.525,1,0.1
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.616,0,0.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.617,0,0.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.620,0,0.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,B.1.621,0,0.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,P.1,0,0.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,P.3,0,0.0
Austria,AT,2021-05,GISAID,10467,959,9.2,Yes,Other,925,96.5
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.1.7,157,23.0
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.351,9,1.3
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.525,1,0.1
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.616,0,0.0
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.617,0,0.0
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.620,1,0.1
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,B.1.621,0,0.0
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,P.1,0,0.0
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,P.3,0,0.0
Austria,AT,2021-06,GISAID,8442,683,8.1,Yes,Other,515,75.4
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.1.7,71,14.1
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.351,3,0.6
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.525,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.616,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.617,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.620,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,B.1.621,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,P.1,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,P.3,0,0.0
Austria,AT,2021-07,GISAID,11848,503,4.2,Yes,Other,429,85.3
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.1.7,69,26.1
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.351,21,8.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.525,1,0.4
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.616,0,0.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.617,0,0.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.620,0,0.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,B.1.621,0,0.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,P.1,0,0.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,P.3,0,0.0
Austria,AT,2021-08,GISAID,14370,264,1.8,Yes,Other,173,65.5
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.1.7,107,14.7
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.351,29,4.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.525,3,0.4
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.616,0,0.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.617,0,0.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.620,0,0.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,B.1.621,0,0.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,P.1,0,0.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,P.3,0,0.0
Austria,AT,2021-09,GISAID,15708,727,4.6,Yes,Other,588,80.9
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.1.7,252,17.2
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.351,14,1.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.525,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.616,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.617,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.620,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,B.1.621,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,P.1,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,P.3,0,0.0
Austria,AT,2021-10,GISAID,18851,1465,7.8,Yes,Other,1199,81.8
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.1.7,210,13.1
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.351,1,0.1
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.525,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.616,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.617,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.620,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,B.1.621,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,P.1,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,P.3,0,0.0
Austria,AT,2021-11,GISAID,20991,1607,7.7,Yes,Other,1396,86.9
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.1.7,78,4.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.351,1,0.1
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.525,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.616,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.617,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.620,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,B.1.621,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,P.1,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,P.3,0,0.0
Austria,AT,2021-12,GISAID,21849,1945,8.9,Yes,Other,1866,95.9
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.1.7,64,9.9
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.351,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.525,1,0.2
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.616,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.617,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.620,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,B.1.621,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,P.1,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,P.3,0,0.0
Austria,AT,2021-13,GISAID,21900,647,3.0,Yes,Other,582,90.0
Austria,AT,2021-14,GISAID,18533,421,2.3,Yes,B.1.1.7,43,10.2
Austria,AT,2021-14,GISAID,18533,421,2.3,Yes,B.1.1.7+E484K,0,0.0
